series,agegroup,sex,year,Time Code,population
"Population ages 35-39, female",ages 35-39,female,1989,YR1989,1889018
"Population ages 35-39, female",ages 35-39,female,1990,YR1990,1862800
"Population ages 35-39, female",ages 35-39,female,1991,YR1991,1858820
"Population ages 35-39, female",ages 35-39,female,1992,YR1992,1876974
"Population ages 35-39, female",ages 35-39,female,1993,YR1993,1914449
"Population ages 35-39, female",ages 35-39,female,1994,YR1994,1965374
"Population ages 35-39, female",ages 35-39,female,1995,YR1995,2024033
"Population ages 35-39, female",ages 35-39,female,1996,YR1996,2088528
"Population ages 35-39, female",ages 35-39,female,1997,YR1997,2162264
"Population ages 35-39, female",ages 35-39,female,1998,YR1998,2237371
"Population ages 35-39, female",ages 35-39,female,1999,YR1999,2302621
"Population ages 35-39, female",ages 35-39,female,2000,YR2000,2351073
"Population ages 35-39, female",ages 35-39,female,2001,YR2001,2382322
"Population ages 35-39, female",ages 35-39,female,2002,YR2002,2397499
"Population ages 35-39, female",ages 35-39,female,2003,YR2003,2397889
"Population ages 35-39, female",ages 35-39,female,2004,YR2004,2387838
"Population ages 35-39, female",ages 35-39,female,2005,YR2005,2370022
"Population ages 35-39, female",ages 35-39,female,2006,YR2006,2325340
"Population ages 35-39, female",ages 35-39,female,2007,YR2007,2269470
"Population ages 35-39, female",ages 35-39,female,2008,YR2008,2207305
"Population ages 35-39, female",ages 35-39,female,2009,YR2009,2148758
"Population ages 35-39, female",ages 35-39,female,2010,YR2010,2105428
"Population ages 35-39, female",ages 35-39,female,2011,YR2011,2083070
"Population ages 35-39, female",ages 35-39,female,2012,YR2012,2072231
"Population ages 35-39, female",ages 35-39,female,2013,YR2013,2073054
"Population ages 35-39, female",ages 35-39,female,2014,YR2014,2085083
"Population ages 35-39, female",ages 35-39,female,2015,YR2015,2106644
"Population ages 35-39, female",ages 35-39,female,2016,YR2016,2135432
"Population ages 35-39, female",ages 35-39,female,2017,YR2017,2171731
"Population ages 35-39, female",ages 35-39,female,2018,YR2018,2211818
"Population ages 35-39, female",ages 35-39,female,2019,YR2019,2250750
"Population ages 35-39, female",ages 35-39,female,2020,YR2020,2285554
"Population ages 35-39, female",ages 35-39,female,2021,YR2021,2312000
"Population ages 35-39, male",ages 35-39,male,1960,YR1960,1866286
"Population ages 35-39, male",ages 35-39,male,1961,YR1961,1860774
"Population ages 35-39, male",ages 35-39,male,1962,YR1962,1834635
"Population ages 35-39, male",ages 35-39,male,1963,YR1963,1793079
"Population ages 35-39, male",ages 35-39,male,1964,YR1964,1751103
"Population ages 35-39, male",ages 35-39,male,1965,YR1965,1720079
"Population ages 35-39, male",ages 35-39,male,1966,YR1966,1690264
"Population ages 35-39, male",ages 35-39,male,1967,YR1967,1669625
"Population ages 35-39, male",ages 35-39,male,1968,YR1968,1655168
"Population ages 35-39, male",ages 35-39,male,1969,YR1969,1643078
"Population ages 35-39, male",ages 35-39,male,1970,YR1970,1632837
"Population ages 35-39, male",ages 35-39,male,1971,YR1971,1629499
"Population ages 35-39, male",ages 35-39,male,1972,YR1972,1629422
"Population ages 35-39, male",ages 35-39,male,1973,YR1973,1631123
"Population ages 35-39, male",ages 35-39,male,1974,YR1974,1634293
"Population ages 35-39, male",ages 35-39,male,1975,YR1975,1639849
"Population ages 35-39, male",ages 35-39,male,1976,YR1976,1649033
"Population ages 35-39, male",ages 35-39,male,1977,YR1977,1658092
"Population ages 35-39, male",ages 35-39,male,1978,YR1978,1673289
"Population ages 35-39, male",ages 35-39,male,1979,YR1979,1703620
"Population ages 35-39, male",ages 35-39,male,1980,YR1980,1751780
"Population ages 35-39, male",ages 35-39,male,1981,YR1981,1815177
"Population ages 35-39, male",ages 35-39,male,1982,YR1982,1895892
"Population ages 35-39, male",ages 35-39,male,1983,YR1983,1979650
"Population ages 35-39, male",ages 35-39,male,1984,YR1984,2042339
"Population ages 35-39, male",ages 35-39,male,1985,YR1985,2068304
"Population ages 35-39, male",ages 35-39,male,1986,YR1986,2058928
"Population ages 35-39, male",ages 35-39,male,1987,YR1987,2013100
"Population ages 35-39, male",ages 35-39,male,1988,YR1988,1947205
"Population ages 35-39, male",ages 35-39,male,1989,YR1989,1889082
"Population ages 35-39, male",ages 35-39,male,1990,YR1990,1856886
"Population ages 35-39, male",ages 35-39,male,1991,YR1991,1848858
"Population ages 35-39, male",ages 35-39,male,1992,YR1992,1862247
"Population ages 35-39, male",ages 35-39,male,1993,YR1993,1894466
"Population ages 35-39, male",ages 35-39,male,1994,YR1994,1940080
"Population ages 35-39, male",ages 35-39,male,1995,YR1995,1993700
"Population ages 35-39, male",ages 35-39,male,1996,YR1996,2054727
"Population ages 35-39, male",ages 35-39,male,1997,YR1997,2124778
"Population ages 35-39, male",ages 35-39,male,1998,YR1998,2195754
"Population ages 35-39, male",ages 35-39,male,1999,YR1999,2257080
"Population ages 35-39, male",ages 35-39,male,2000,YR2000,2302862
"Population ages 35-39, male",ages 35-39,male,2001,YR2001,2332566
"Population ages 35-39, male",ages 35-39,male,2002,YR2002,2349492
"Population ages 35-39, male",ages 35-39,male,2003,YR2003,2354187
"Population ages 35-39, male",ages 35-39,male,2004,YR2004,2348961
"Population ages 35-39, male",ages 35-39,male,2005,YR2005,2334653
"Population ages 35-39, male",ages 35-39,male,2006,YR2006,2287605
"Population ages 35-39, male",ages 35-39,male,2007,YR2007,2229519
"Population ages 35-39, male",ages 35-39,male,2008,YR2008,2167269
"Population ages 35-39, male",ages 35-39,male,2009,YR2009,2111873
"Population ages 35-39, male",ages 35-39,male,2010,YR2010,2074651
"Population ages 35-39, male",ages 35-39,male,2011,YR2011,2057755
"Population ages 35-39, male",ages 35-39,male,2012,YR2012,2053137
"Population ages 35-39, male",ages 35-39,male,2013,YR2013,2059806
"Population ages 35-39, male",ages 35-39,male,2014,YR2014,2075643
"Population ages 35-39, male",ages 35-39,male,2015,YR2015,2098065
"Population ages 35-39, male",ages 35-39,male,2016,YR2016,2124331
"Population ages 35-39, male",ages 35-39,male,2017,YR2017,2154975
"Population ages 35-39, male",ages 35-39,male,2018,YR2018,2188332
"Population ages 35-39, male",ages 35-39,male,2019,YR2019,2222743
"Population ages 35-39, male",ages 35-39,male,2020,YR2020,2257311
"Population ages 35-39, male",ages 35-39,male,2021,YR2021,2286000
"Population ages 55-59, female",ages 55-59,female,1960,YR1960,1725543
"Population ages 55-59, female",ages 55-59,female,1961,YR1961,1742705
"Population ages 55-59, female",ages 55-59,female,1962,YR1962,1760713
"Population ages 55-59, female",ages 55-59,female,1963,YR1963,1776188
"Population ages 55-59, female",ages 55-59,female,1964,YR1964,1789035
"Population ages 55-59, female",ages 55-59,female,1965,YR1965,1800632
"Population ages 55-59, female",ages 55-59,female,1966,YR1966,1802620
"Population ages 55-59, female",ages 55-59,female,1967,YR1967,1807445
"Population ages 55-59, female",ages 55-59,female,1968,YR1968,1808831
"Population ages 55-59, female",ages 55-59,female,1969,YR1969,1799041
"Population ages 55-59, female",ages 55-59,female,1970,YR1970,1775897
"Population ages 55-59, female",ages 55-59,female,1971,YR1971,1739792
"Population ages 55-59, female",ages 55-59,female,1972,YR1972,1688159
"Population ages 55-59, female",ages 55-59,female,1973,YR1973,1632702
"Population ages 55-59, female",ages 55-59,female,1974,YR1974,1593414
"Population ages 55-59, female",ages 55-59,female,1975,YR1975,1582088
"Population ages 55-59, female",ages 55-59,female,1976,YR1976,1592839
"Population ages 55-59, female",ages 55-59,female,1977,YR1977,1631672
"Population ages 55-59, female",ages 55-59,female,1978,YR1978,1683877
"Population ages 55-59, female",ages 55-59,female,1979,YR1979,1726202
"Population ages 55-59, female",ages 55-59,female,1980,YR1980,1743416
"Population ages 55-59, female",ages 55-59,female,1981,YR1981,1733185
"Population ages 55-59, female",ages 55-59,female,1982,YR1982,1699686
"Population ages 55-59, female",ages 55-59,female,1983,YR1983,1653966
"Population ages 55-59, female",ages 55-59,female,1984,YR1984,1611070
"Population ages 55-59, female",ages 55-59,female,1985,YR1985,1578679
"Population ages 55-59, female",ages 55-59,female,1986,YR1986,1547516
"Population ages 55-59, female",ages 55-59,female,1987,YR1987,1524304
"Population ages 55-59, female",ages 55-59,female,1988,YR1988,1508037
"Population ages 55-59, female",ages 55-59,female,1989,YR1989,1496783
"Population ages 55-59, female",ages 55-59,female,1990,YR1990,1489543
"Population ages 55-59, female",ages 55-59,female,1991,YR1991,1486317
"Population ages 55-59, female",ages 55-59,female,1992,YR1992,1489006
"Population ages 55-59, female",ages 55-59,female,1993,YR1993,1496513
"Population ages 55-59, female",ages 55-59,female,1994,YR1994,1507882
"Population ages 55-59, female",ages 55-59,female,1995,YR1995,1522240
"Population ages 55-59, female",ages 55-59,female,1996,YR1996,1534814
"Population ages 55-59, female",ages 55-59,female,1997,YR1997,1547346
"Population ages 55-59, female",ages 55-59,female,1998,YR1998,1565806
"Population ages 55-59, female",ages 55-59,female,1999,YR1999,1598760
"Population ages 55-59, female",ages 55-59,female,2000,YR2000,1649687
"Population ages 55-59, female",ages 55-59,female,2001,YR2001,1711533
"Population ages 55-59, female",ages 55-59,female,2002,YR2002,1793175
"Population ages 55-59, female",ages 55-59,female,2003,YR2003,1878562
"Population ages 55-59, female",ages 55-59,female,2004,YR2004,1944001
"Population ages 55-59, female",ages 55-59,female,2005,YR2005,1975359
"Population ages 55-59, female",ages 55-59,female,2006,YR2006,1971514
"Population ages 55-59, female",ages 55-59,female,2007,YR2007,1934083
"Population ages 55-59, female",ages 55-59,female,2008,YR2008,1879547
"Population ages 55-59, female",ages 55-59,female,2009,YR2009,1835142
"Population ages 55-59, female",ages 55-59,female,2010,YR2010,1819610
"Population ages 55-59, female",ages 55-59,female,2011,YR2011,1823132
"Population ages 55-59, female",ages 55-59,female,2012,YR2012,1849730
"Population ages 55-59, female",ages 55-59,female,2013,YR2013,1894595
"Population ages 55-59, female",ages 55-59,female,2014,YR2014,1949156
"Population ages 55-59, female",ages 55-59,female,2015,YR2015,2006594
"Population ages 55-59, female",ages 55-59,female,2016,YR2016,2066638
"Population ages 55-59, female",ages 55-59,female,2017,YR2017,2129646
"Population ages 55-59, female",ages 55-59,female,2018,YR2018,2190603
"Population ages 55-59, female",ages 55-59,female,2019,YR2019,2243244
"Population ages 55-59, female",ages 55-59,female,2020,YR2020,2283749
"Population ages 55-59, female",ages 55-59,female,2021,YR2021,2312000
"Population ages 55-59, male",ages 55-59,male,1960,YR1960,1583294
"Population ages 55-59, male",ages 55-59,male,1961,YR1961,1605657
"Population ages 55-59, male",ages 55-59,male,1962,YR1962,1624192
"Population ages 55-59, male",ages 55-59,male,1963,YR1963,1638045
"Population ages 55-59, male",ages 55-59,male,1964,YR1964,1650018
"Population ages 55-59, male",ages 55-59,male,1965,YR1965,1662921
"Population ages 55-59, male",ages 55-59,male,1966,YR1966,1662753
"Population ages 55-59, male",ages 55-59,male,1967,YR1967,1665853
"Population ages 55-59, male",ages 55-59,male,1968,YR1968,1666766
"Population ages 55-59, male",ages 55-59,male,1969,YR1969,1658542
"Population ages 55-59, male",ages 55-59,male,1970,YR1970,1638983
"Population ages 55-59, male",ages 55-59,male,1971,YR1971,1601567
"Population ages 55-59, male",ages 55-59,male,1972,YR1972,1550815
"Population ages 55-59, male",ages 55-59,male,1973,YR1973,1498257
"Population ages 55-59, male",ages 55-59,male,1974,YR1974,1463428
"Population ages 55-59, male",ages 55-59,male,1975,YR1975,1457727
"Population ages 55-59, male",ages 55-59,male,1976,YR1976,1471396
"Population ages 55-59, male",ages 55-59,male,1977,YR1977,1513295
"Population ages 55-59, male",ages 55-59,male,1978,YR1978,1568652
"Population ages 55-59, male",ages 55-59,male,1979,YR1979,1614896
"Population ages 55-59, male",ages 55-59,male,1980,YR1980,1637699
"Population ages 55-59, male",ages 55-59,male,1981,YR1981,1632475
"Population ages 55-59, male",ages 55-59,male,1982,YR1982,1606465
"Population ages 55-59, male",ages 55-59,male,1983,YR1983,1570671
"Population ages 55-59, male",ages 55-59,male,1984,YR1984,1539160
"Population ages 55-59, male",ages 55-59,male,1985,YR1985,1518411
"Population ages 55-59, male",ages 55-59,male,1986,YR1986,1495369
"Population ages 55-59, male",ages 55-59,male,1987,YR1987,1480571
"Population ages 55-59, male",ages 55-59,male,1988,YR1988,1472246
"Population ages 55-59, male",ages 55-59,male,1989,YR1989,1467591
"Population ages 55-59, male",ages 55-59,male,1990,YR1990,1465082
"Population ages 55-59, male",ages 55-59,male,1991,YR1991,1461219
"Population ages 55-59, male",ages 55-59,male,1992,YR1992,1461097
"Population ages 55-59, male",ages 55-59,male,1993,YR1993,1464889
"Population ages 55-59, male",ages 55-59,male,1994,YR1994,1473482
"Population ages 55-59, male",ages 55-59,male,1995,YR1995,1486988
"Population ages 55-59, male",ages 55-59,male,1996,YR1996,1497195
"Population ages 55-59, male",ages 55-59,male,1997,YR1997,1508972
"Population ages 55-59, male",ages 55-59,male,1998,YR1998,1527587
"Population ages 55-59, male",ages 55-59,male,1999,YR1999,1560860
"Population ages 55-59, male",ages 55-59,male,2000,YR2000,1612064
"Population ages 55-59, male",ages 55-59,male,2001,YR2001,1669607
"Population ages 55-59, male",ages 55-59,male,2002,YR2002,1747780
"Population ages 55-59, male",ages 55-59,male,2003,YR2003,1830692
"Population ages 55-59, male",ages 55-59,male,2004,YR2004,1894560
"Population ages 55-59, male",ages 55-59,male,2005,YR2005,1924939
"Population ages 55-59, male",ages 55-59,male,2006,YR2006,1922233
"Population ages 55-59, male",ages 55-59,male,2007,YR2007,1886461
"Population ages 55-59, male",ages 55-59,male,2008,YR2008,1834642
"Population ages 55-59, male",ages 55-59,male,2009,YR2009,1794014
"Population ages 55-59, male",ages 55-59,male,2010,YR2010,1782824
"Population ages 55-59, male",ages 55-59,male,2011,YR2011,1785509
"Population ages 55-59, male",ages 55-59,male,2012,YR2012,1811481
"Population ages 55-59, male",ages 55-59,male,2013,YR2013,1855401
"Population ages 55-59, male",ages 55-59,male,2014,YR2014,1908156
"Population ages 55-59, male",ages 55-59,male,2015,YR2015,1962724
"Population ages 55-59, male",ages 55-59,male,2016,YR2016,2017006
"Population ages 55-59, male",ages 55-59,male,2017,YR2017,2073412
"Population ages 55-59, male",ages 55-59,male,2018,YR2018,2127632
"Population ages 55-59, male",ages 55-59,male,2019,YR2019,2174344
"Population ages 55-59, male",ages 55-59,male,2020,YR2020,2210332
"Population ages 55-59, male",ages 55-59,male,2021,YR2021,2233000
"Population ages 60-64, female",ages 60-64,female,1960,YR1960,1518023
"Population ages 60-64, female",ages 60-64,female,1961,YR1961,1537811
"Population ages 60-64, female",ages 60-64,female,1962,YR1962,1564118
"Population ages 60-64, female",ages 60-64,female,1963,YR1963,1592256
"Population ages 60-64, female",ages 60-64,female,1964,YR1964,1619527
"Population ages 60-64, female",ages 60-64,female,1965,YR1965,1645867
"Population ages 60-64, female",ages 60-64,female,1966,YR1966,1659782
"Population ages 60-64, female",ages 60-64,female,1967,YR1967,1673938
"Population ages 60-64, female",ages 60-64,female,1968,YR1968,1687059
"Population ages 60-64, female",ages 60-64,female,1969,YR1969,1698616
"Population ages 60-64, female",ages 60-64,female,1970,YR1970,1709115
"Population ages 60-64, female",ages 60-64,female,1971,YR1971,1713349
"Population ages 60-64, female",ages 60-64,female,1972,YR1972,1718131
"Population ages 60-64, female",ages 60-64,female,1973,YR1973,1718798
"Population ages 60-64, female",ages 60-64,female,1974,YR1974,1709700
"Population ages 60-64, female",ages 60-64,female,1975,YR1975,1688655
"Population ages 60-64, female",ages 60-64,female,1976,YR1976,1649421
"Population ages 60-64, female",ages 60-64,female,1977,YR1977,1597444
"Population ages 60-64, female",ages 60-64,female,1978,YR1978,1545585
"Population ages 60-64, female",ages 60-64,female,1979,YR1979,1512540
"Population ages 60-64, female",ages 60-64,female,1980,YR1980,1507086
"Population ages 60-64, female",ages 60-64,female,1981,YR1981,1518099
"Population ages 60-64, female",ages 60-64,female,1982,YR1982,1554614
"Population ages 60-64, female",ages 60-64,female,1983,YR1983,1603932
"Population ages 60-64, female",ages 60-64,female,1984,YR1984,1644626
"Population ages 60-64, female",ages 60-64,female,1985,YR1985,1662784
"Population ages 60-64, female",ages 60-64,female,1986,YR1986,1652038
"Population ages 60-64, female",ages 60-64,female,1987,YR1987,1622210
"Population ages 60-64, female",ages 60-64,female,1988,YR1988,1581417
"Population ages 60-64, female",ages 60-64,female,1989,YR1989,1542389
"Population ages 60-64, female",ages 60-64,female,1990,YR1990,1512528
"Population ages 60-64, female",ages 60-64,female,1991,YR1991,1485176
"Population ages 60-64, female",ages 60-64,female,1992,YR1992,1464532
"Population ages 60-64, female",ages 60-64,female,1993,YR1993,1450208
"Population ages 60-64, female",ages 60-64,female,1994,YR1994,1441602
"Population ages 60-64, female",ages 60-64,female,1995,YR1995,1437882
"Population ages 60-64, female",ages 60-64,female,1996,YR1996,1435322
"Population ages 60-64, female",ages 60-64,female,1997,YR1997,1439329
"Population ages 60-64, female",ages 60-64,female,1998,YR1998,1448822
"Population ages 60-64, female",ages 60-64,female,1999,YR1999,1462022
"Population ages 60-64, female",ages 60-64,female,2000,YR2000,1477880
"Population ages 60-64, female",ages 60-64,female,2001,YR2001,1489571
"Population ages 60-64, female",ages 60-64,female,2002,YR2002,1501454
"Population ages 60-64, female",ages 60-64,female,2003,YR2003,1518795
"Population ages 60-64, female",ages 60-64,female,2004,YR2004,1550751
"Population ages 60-64, female",ages 60-64,female,2005,YR2005,1601355
"Population ages 60-64, female",ages 60-64,female,2006,YR2006,1662834
"Population ages 60-64, female",ages 60-64,female,2007,YR2007,1744501
"Population ages 60-64, female",ages 60-64,female,2008,YR2008,1830024
"Population ages 60-64, female",ages 60-64,female,2009,YR2009,1894924
"Population ages 60-64, female",ages 60-64,female,2010,YR2010,1926747
"Population ages 60-64, female",ages 60-64,female,2011,YR2011,1923560
"Population ages 60-64, female",ages 60-64,female,2012,YR2012,1887005
"Population ages 60-64, female",ages 60-64,female,2013,YR2013,1834269
"Population ages 60-64, female",ages 60-64,female,2014,YR2014,1792930
"Population ages 60-64, female",ages 60-64,female,2015,YR2015,1778939
"Population ages 60-64, female",ages 60-64,female,2016,YR2016,1785700
"Population ages 60-64, female",ages 60-64,female,2017,YR2017,1814041
"Population ages 60-64, female",ages 60-64,female,2018,YR2018,1858746
"Population ages 60-64, female",ages 60-64,female,2019,YR2019,1911081
"Population ages 60-64, female",ages 60-64,female,2020,YR2020,1965564
"Population ages 60-64, female",ages 60-64,female,2021,YR2021,2022000
"Population ages 60-64, male",ages 60-64,male,1960,YR1960,1204067
"Population ages 60-64, male",ages 60-64,male,1961,YR1961,1238091
"Population ages 60-64, male",ages 60-64,male,1962,YR1962,1284390
"Population ages 60-64, male",ages 60-64,male,1963,YR1963,1335387
"Population ages 60-64, male",ages 60-64,male,1964,YR1964,1382594
"Population ages 60-64, male",ages 60-64,male,1965,YR1965,1422629
"Population ages 60-64, male",ages 60-64,male,1966,YR1966,1442602
"Population ages 60-64, male",ages 60-64,male,1967,YR1967,1457855
"Population ages 60-64, male",ages 60-64,male,1968,YR1968,1470296
"Population ages 60-64, male",ages 60-64,male,1969,YR1969,1482696
"Population ages 60-64, male",ages 60-64,male,1970,YR1970,1496787
"Population ages 60-64, male",ages 60-64,male,1971,YR1971,1500969
"Population ages 60-64, male",ages 60-64,male,1972,YR1972,1506464
"Population ages 60-64, male",ages 60-64,male,1973,YR1973,1508927
"Population ages 60-64, male",ages 60-64,male,1974,YR1974,1502820
"Population ages 60-64, male",ages 60-64,male,1975,YR1975,1486045
"Population ages 60-64, male",ages 60-64,male,1976,YR1976,1449373
"Population ages 60-64, male",ages 60-64,male,1977,YR1977,1400837
"Population ages 60-64, male",ages 60-64,male,1978,YR1978,1353515
"Population ages 60-64, male",ages 60-64,male,1979,YR1979,1325931
"Population ages 60-64, male",ages 60-64,male,1980,YR1980,1326554
"Population ages 60-64, male",ages 60-64,male,1981,YR1981,1342594
"Population ages 60-64, male",ages 60-64,male,1982,YR1982,1382802
"Population ages 60-64, male",ages 60-64,male,1983,YR1983,1434662
"Population ages 60-64, male",ages 60-64,male,1984,YR1984,1478587
"Population ages 60-64, male",ages 60-64,male,1985,YR1985,1502748
"Population ages 60-64, male",ages 60-64,male,1986,YR1986,1497878
"Population ages 60-64, male",ages 60-64,male,1987,YR1987,1477638
"Population ages 60-64, male",ages 60-64,male,1988,YR1988,1449583
"Population ages 60-64, male",ages 60-64,male,1989,YR1989,1424593
"Population ages 60-64, male",ages 60-64,male,1990,YR1990,1408511
"Population ages 60-64, male",ages 60-64,male,1991,YR1991,1391429
"Population ages 60-64, male",ages 60-64,male,1992,YR1992,1380501
"Population ages 60-64, male",ages 60-64,male,1993,YR1993,1374779
"Population ages 60-64, male",ages 60-64,male,1994,YR1994,1373336
"Population ages 60-64, male",ages 60-64,male,1995,YR1995,1375385
"Population ages 60-64, male",ages 60-64,male,1996,YR1996,1372929
"Population ages 60-64, male",ages 60-64,male,1997,YR1997,1375456
"Population ages 60-64, male",ages 60-64,male,1998,YR1998,1383271
"Population ages 60-64, male",ages 60-64,male,1999,YR1999,1396105
"Population ages 60-64, male",ages 60-64,male,2000,YR2000,1413469
"Population ages 60-64, male",ages 60-64,male,2001,YR2001,1422594
"Population ages 60-64, male",ages 60-64,male,2002,YR2002,1432744
"Population ages 60-64, male",ages 60-64,male,2003,YR2003,1448877
"Population ages 60-64, male",ages 60-64,male,2004,YR2004,1479716
"Population ages 60-64, male",ages 60-64,male,2005,YR2005,1529193
"Population ages 60-64, male",ages 60-64,male,2006,YR2006,1593901
"Population ages 60-64, male",ages 60-64,male,2007,YR2007,1677925
"Population ages 60-64, male",ages 60-64,male,2008,YR2008,1764858
"Population ages 60-64, male",ages 60-64,male,2009,YR2009,1831017
"Population ages 60-64, male",ages 60-64,male,2010,YR2010,1865020
"Population ages 60-64, male",ages 60-64,male,2011,YR2011,1860035
"Population ages 60-64, male",ages 60-64,male,2012,YR2012,1823569
"Population ages 60-64, male",ages 60-64,male,2013,YR2013,1772495
"Population ages 60-64, male",ages 60-64,male,2014,YR2014,1733429
"Population ages 60-64, male",ages 60-64,male,2015,YR2015,1721507
"Population ages 60-64, male",ages 60-64,male,2016,YR2016,1728132
"Population ages 60-64, male",ages 60-64,male,2017,YR2017,1755929
"Population ages 60-64, male",ages 60-64,male,2018,YR2018,1799291
"Population ages 60-64, male",ages 60-64,male,2019,YR2019,1849367
"Population ages 60-64, male",ages 60-64,male,2020,YR2020,1900871
"Population ages 60-64, male",ages 60-64,male,2021,YR2021,1952000
"Population ages 65-69, female",ages 65-69,female,1960,YR1960,1297792
"Population ages 65-69, female",ages 65-69,female,1961,YR1961,1307208
"Population ages 65-69, female",ages 65-69,female,1962,YR1962,1322460
"Population ages 65-69, female",ages 65-69,female,1963,YR1963,1341530
"Population ages 65-69, female",ages 65-69,female,1964,YR1964,1364130
"Population ages 65-69, female",ages 65-69,female,1965,YR1965,1391091
"Population ages 65-69, female",ages 65-69,female,1966,YR1966,1410476
"Population ages 65-69, female",ages 65-69,female,1967,YR1967,1434834
"Population ages 65-69, female",ages 65-69,female,1968,YR1968,1461305
"Population ages 65-69, female",ages 65-69,female,1969,YR1969,1487356
"Population ages 65-69, female",ages 65-69,female,1970,YR1970,1512675
"Population ages 65-69, female",ages 65-69,female,1971,YR1971,1528637
"Population ages 65-69, female",ages 65-69,female,1972,YR1972,1542631
"Population ages 65-69, female",ages 65-69,female,1973,YR1973,1553851
"Population ages 65-69, female",ages 65-69,female,1974,YR1974,1563622
"Population ages 65-69, female",ages 65-69,female,1975,YR1975,1573374
"Population ages 65-69, female",ages 65-69,female,1976,YR1976,1574193
"Population ages 65-69, female",ages 65-69,female,1977,YR1977,1577789
"Population ages 65-69, female",ages 65-69,female,1978,YR1978,1580678
"Population ages 65-69, female",ages 65-69,female,1979,YR1979,1577115
"Population ages 65-69, female",ages 65-69,female,1980,YR1980,1563008
"Population ages 65-69, female",ages 65-69,female,1981,YR1981,1526905
"Population ages 65-69, female",ages 65-69,female,1982,YR1982,1477828
"Population ages 65-69, female",ages 65-69,female,1983,YR1983,1429430
"Population ages 65-69, female",ages 65-69,female,1984,YR1984,1399839
"Population ages 65-69, female",ages 65-69,female,1985,YR1985,1397544
"Population ages 65-69, female",ages 65-69,female,1986,YR1986,1409428
"Population ages 65-69, female",ages 65-69,female,1987,YR1987,1446645
"Population ages 65-69, female",ages 65-69,female,1988,YR1988,1494770
"Population ages 65-69, female",ages 65-69,female,1989,YR1989,1532952
"Population ages 65-69, female",ages 65-69,female,1990,YR1990,1549550
"Population ages 65-69, female",ages 65-69,female,1991,YR1991,1540506
"Population ages 65-69, female",ages 65-69,female,1992,YR1992,1513732
"Population ages 65-69, female",ages 65-69,female,1993,YR1993,1477136
"Population ages 65-69, female",ages 65-69,female,1994,YR1994,1443211
"Population ages 65-69, female",ages 65-69,female,1995,YR1995,1418614
"Population ages 65-69, female",ages 65-69,female,1996,YR1996,1393707
"Population ages 65-69, female",ages 65-69,female,1997,YR1997,1377040
"Population ages 65-69, female",ages 65-69,female,1998,YR1998,1368199
"Population ages 65-69, female",ages 65-69,female,1999,YR1999,1365460
"Population ages 65-69, female",ages 65-69,female,2000,YR2000,1367275
"Population ages 65-69, female",ages 65-69,female,2001,YR2001,1366240
"Population ages 65-69, female",ages 65-69,female,2002,YR2002,1370915
"Population ages 65-69, female",ages 65-69,female,2003,YR2003,1380218
"Population ages 65-69, female",ages 65-69,female,2004,YR2004,1393670
"Population ages 65-69, female",ages 65-69,female,2005,YR2005,1410949
"Population ages 65-69, female",ages 65-69,female,2006,YR2006,1420641
"Population ages 65-69, female",ages 65-69,female,2007,YR2007,1431499
"Population ages 65-69, female",ages 65-69,female,2008,YR2008,1448740
"Population ages 65-69, female",ages 65-69,female,2009,YR2009,1480115
"Population ages 65-69, female",ages 65-69,female,2010,YR2010,1529937
"Population ages 65-69, female",ages 65-69,female,2011,YR2011,1591875
"Population ages 65-69, female",ages 65-69,female,2012,YR2012,1672421
"Population ages 65-69, female",ages 65-69,female,2013,YR2013,1756557
"Population ages 65-69, female",ages 65-69,female,2014,YR2014,1821976
"Population ages 65-69, female",ages 65-69,female,2015,YR2015,1855132
"Population ages 65-69, female",ages 65-69,female,2016,YR2016,1853528
"Population ages 65-69, female",ages 65-69,female,2017,YR2017,1819689
"Population ages 65-69, female",ages 65-69,female,2018,YR2018,1770028
"Population ages 65-69, female",ages 65-69,female,2019,YR2019,1730592
"Population ages 65-69, female",ages 65-69,female,2020,YR2020,1717235
"Population ages 65-69, female",ages 65-69,female,2021,YR2021,1722000
"Population ages 65-69, male",ages 65-69,male,1960,YR1960,919643
"Population ages 65-69, male",ages 65-69,male,1961,YR1961,927814
"Population ages 65-69, male",ages 65-69,male,1962,YR1962,938644
"Population ages 65-69, male",ages 65-69,male,1963,YR1963,952424
"Population ages 65-69, male",ages 65-69,male,1964,YR1964,972547
"Population ages 65-69, male",ages 65-69,male,1965,YR1965,1002262
"Population ages 65-69, male",ages 65-69,male,1966,YR1966,1032325
"Population ages 65-69, male",ages 65-69,male,1967,YR1967,1071115
"Population ages 65-69, male",ages 65-69,male,1968,YR1968,1113323
"Population ages 65-69, male",ages 65-69,male,1969,YR1969,1152566
"Population ages 65-69, male",ages 65-69,male,1970,YR1970,1186837
"Population ages 65-69, male",ages 65-69,male,1971,YR1971,1209777
"Population ages 65-69, male",ages 65-69,male,1972,YR1972,1227843
"Population ages 65-69, male",ages 65-69,male,1973,YR1973,1242398
"Population ages 65-69, male",ages 65-69,male,1974,YR1974,1255864
"Population ages 65-69, male",ages 65-69,male,1975,YR1975,1269691
"Population ages 65-69, male",ages 65-69,male,1976,YR1976,1275213
"Population ages 65-69, male",ages 65-69,male,1977,YR1977,1282066
